fdate,order_date,airline,class,subclass,prc
2017-09-01,2017-07-02,AA,C,D,21653.0
2017-09-01,2017-07-06,AA,C,D,26649.0
2017-09-01,2016-11-24,AA,C,I,10688.0
2017-09-01,2017-06-02,AA,C,R,34603.0
2017-09-01,2017-06-29,AA,Y,L,4825.0
2017-09-01,2017-07-06,AA,Y,L,4206.0
2017-09-01,2017-07-07,AA,Y,L,3973.0
2017-09-01,2017-07-12,AA,Y,L,3852.0
2017-09-01,2017-07-21,AA,Y,L,3972.0
2017-09-01,2017-02-26,AA,Y,M,5684.0
2017-09-01,2017-05-14,AA,Y,N,7102.0
2017-09-01,2017-07-09,AA,Y,N,4487.0
2017-09-01,2017-07-15,AA,Y,N,5564.0
2017-09-01,2016-12-17,AA,Y,O,5736.0
2017-09-01,2016-12-23,AA,Y,O,6748.0
2017-09-01,2017-03-08,AA,Y,O,5284.5
2017-09-01,2017-03-29,AA,Y,O,3810.0
2017-09-01,2017-06-09,AA,Y,O,3595.0
2017-09-01,2017-06-21,AA,Y,O,4674.0
2017-09-01,2017-06-24,AA,Y,O,4692.0
2017-09-01,2017-06-26,AA,Y,O,4605.0
2017-09-01,2017-06-30,AA,Y,O,4328.0
2017-09-01,2017-07-07,AA,Y,O,4106.0
2017-09-01,2017-07-14,AA,Y,O,5085.0
2017-09-01,2017-07-19,AA,Y,O,5490.0
2017-09-01,2017-07-24,AA,Y,O,3831.0
2017-09-01,2017-08-17,AA,Y,O,3605.0
2017-09-01,2017-08-20,AA,Y,O,3582.0
2017-09-01,2017-08-21,AA,Y,O,3582.0
2017-09-01,2017-08-22,AA,Y,O,4278.0
2017-09-01,2017-08-24,AA,Y,O,3525.0
2017-09-01,2017-08-26,AA,Y,O,3477.0
2017-09-01,2017-08-31,AA,Y,O,3522.0
2017-09-01,2017-09-01,AA,Y,O,3541.0
2017-09-01,2017-02-01,AA,Y,Q,5484.0
2017-09-01,2017-06-01,AA,Y,Q,4469.0
2017-09-01,2017-06-03,AA,Y,Q,4921.0
2017-09-01,2017-07-31,AA,Y,Q,4496.0
2017-09-01,2017-08-11,AA,Y,Q,4624.5
2017-09-01,2017-08-24,AA,Y,Q,3806.0
2017-09-01,2017-08-27,AA,Y,Q,3547.0
2017-09-01,2017-03-18,AA,Y,S,9738.0
2017-09-01,2017-04-06,AA,Y,S,5655.0
2017-09-01,2017-05-17,AA,Y,S,7379.0
2017-09-01,2017-06-21,AA,Y,S,5453.0
2017-09-01,2017-08-05,AA,Y,S,2414.0
2017-09-01,2017-08-08,AA,Y,S,1375.0
2017-09-01,2017-08-10,AA,Y,S,2414.0
2017-09-01,2017-08-15,AA,Y,S,2413.0
2017-09-01,2017-08-16,AA,Y,S,6265.0
2017-09-01,2017-08-18,AA,Y,S,2440.0
2017-09-01,2017-08-21,AA,Y,S,2338.5
2017-09-01,2017-08-22,AA,Y,S,2367.0
2017-09-01,2017-08-23,AA,Y,S,2367.0
2017-09-01,2017-08-26,AA,Y,S,2511.0
2017-09-01,2017-08-28,AA,Y,S,2367.0
2017-09-01,2017-08-30,AA,Y,S,2367.0
2017-09-01,2017-08-31,AA,Y,S,2344.5
2017-09-01,2017-05-27,DL,C,Z,6590.0
2017-09-01,2017-06-21,DL,Y,L,10620.0
2017-09-01,2017-08-17,DL,Y,L,4512.0
2017-09-01,2017-03-12,DL,Y,T,11024.0
2017-09-01,2017-04-10,DL,Y,T,8461.0
2017-09-01,2017-08-12,DL,Y,T,4648.0
2017-09-01,2017-05-19,DL,Y,U,6224.0
2017-09-01,2017-08-15,DL,Y,U,4595.0
2017-09-01,2017-03-12,DL,Y,V,10321.0
2017-09-01,2017-05-22,DL,Y,V,6337.0
2017-09-01,2017-06-16,DL,Y,V,4419.0
2017-09-01,2017-07-10,DL,Y,V,4793.0
2017-09-01,2017-07-13,DL,Y,V,5319.0
2017-09-01,2017-07-18,DL,Y,V,3822.0
2017-09-01,2017-07-19,DL,Y,V,3643.0
2017-09-01,2017-07-22,DL,Y,V,3959.5
2017-09-01,2017-07-26,DL,Y,V,3718.0
2017-09-01,2017-07-31,DL,Y,V,3623.0
2017-09-01,2017-08-02,DL,Y,V,3786.5
2017-09-01,2017-08-10,DL,Y,V,3464.0
2017-09-01,2017-08-16,DL,Y,V,3694.0
2017-09-01,2017-08-24,DL,Y,V,3684.0
2017-09-01,2017-04-24,DL,Y,X,7757.0
2017-09-01,2017-04-29,DL,Y,X,5867.0
2017-09-01,2017-05-04,DL,Y,X,6883.0
2017-09-01,2017-07-31,DL,Y,X,4222.0
2017-09-01,2017-08-02,DL,Y,X,2523.0
2017-09-01,2017-08-06,DL,Y,X,2523.0
2017-09-01,2017-08-09,DL,Y,X,2453.0
2017-09-01,2017-08-15,DL,Y,X,3256.0
2017-09-01,2017-08-17,DL,Y,X,3678.0
2017-09-01,2017-08-18,DL,Y,X,2919.0
2017-09-01,2017-08-19,DL,Y,X,4328.0
2017-09-01,2017-08-21,DL,Y,X,3329.0
2017-09-01,2017-08-24,DL,Y,X,2471.0
2017-09-01,2017-08-26,DL,Y,X,5344.0
2017-09-01,2017-08-27,DL,Y,X,5344.0
2017-09-01,2017-07-28,MU,C,I,22830.0
2017-09-01,2017-08-09,MU,C,I,18946.0
2017-09-01,2017-08-22,MU,C,I,26143.0
2017-09-01,2017-08-31,MU,C,I,19520.0
2017-09-01,2017-03-20,MU,Y,N,11193.0
2017-09-01,2017-06-14,MU,Y,N,7975.0
2017-09-01,2017-07-23,MU,Y,N,7564.0
2017-09-01,2017-08-31,MU,Y,Q,3081.0
2017-09-01,2017-03-06,MU,Y,R,5313.0
2017-09-01,2017-05-19,MU,Y,R,8701.0
2017-09-01,2017-06-29,MU,Y,R,4734.0
2017-09-01,2017-07-04,MU,Y,R,6261.0
2017-09-01,2017-07-13,MU,Y,R,4990.0
2017-09-01,2017-07-27,MU,Y,R,6978.0
2017-09-01,2017-08-03,MU,Y,R,6257.0
2017-09-01,2017-08-04,MU,Y,R,4309.0
2017-09-01,2017-08-09,MU,Y,R,4343.0
2017-09-01,2017-08-10,MU,Y,R,4619.0
2017-09-01,2017-08-11,MU,Y,R,5997.0
2017-09-01,2017-08-15,MU,Y,R,6611.0
2017-09-01,2017-08-20,MU,Y,R,5899.0
2017-09-01,2017-08-21,MU,Y,R,4299.0
2017-09-01,2017-08-24,MU,Y,R,4283.0
2017-09-01,2017-08-25,MU,Y,R,6255.0
2017-09-01,2017-08-28,MU,Y,R,4333.0
2017-09-01,2017-08-31,MU,Y,R,4846.5
2017-09-01,2017-02-22,MU,Y,S,7162.0
2017-09-01,2017-02-24,MU,Y,S,7691.0
2017-09-01,2017-03-13,MU,Y,S,6982.0
2017-09-01,2017-03-22,MU,Y,S,6970.0
2017-09-01,2017-04-06,MU,Y,S,4811.0
2017-09-01,2017-04-10,MU,Y,S,9458.0
2017-09-01,2017-04-12,MU,Y,S,5250.0
2017-09-01,2017-04-24,MU,Y,S,4617.0
2017-09-01,2017-05-15,MU,Y,S,6481.0
2017-09-01,2017-05-17,MU,Y,S,6930.0
2017-09-01,2017-05-23,MU,Y,S,5037.5
2017-09-01,2017-05-26,MU,Y,S,11402.0
2017-09-01,2017-05-31,MU,Y,S,5663.0
2017-09-01,2017-06-08,MU,Y,S,8002.0
2017-09-01,2017-06-20,MU,Y,S,5430.0
2017-09-01,2017-07-06,MU,Y,S,5412.0
2017-09-01,2017-07-16,MU,Y,S,5412.0
2017-09-01,2017-07-19,MU,Y,S,5455.0
2017-09-01,2017-07-20,MU,Y,S,5705.0
2017-09-01,2017-07-23,MU,Y,S,6544.0
2017-09-01,2017-07-25,MU,Y,S,4612.0
2017-09-01,2017-07-31,MU,Y,S,4611.0
2017-09-01,2017-08-02,MU,Y,S,7604.0
2017-09-01,2017-08-03,MU,Y,S,4744.0
2017-09-01,2017-08-09,MU,Y,S,5502.0
2017-09-01,2017-08-19,MU,Y,S,4609.0
2017-09-01,2017-04-26,MU,Y,T,5663.0
2017-09-01,2017-05-21,MU,Y,T,7367.0
2017-09-01,2017-05-24,MU,Y,T,6305.0
2017-09-01,2017-08-05,MU,Y,T,5544.0
2017-09-01,2017-08-07,MU,Y,T,3104.0
2017-09-01,2017-08-13,MU,Y,T,3629.0
2017-09-01,2017-08-14,MU,Y,T,3780.0
2017-09-01,2017-08-15,MU,Y,T,6451.0
2017-09-01,2017-04-24,MU,Y,V,5859.0
2017-09-01,2017-04-27,MU,Y,V,5859.0
2017-09-01,2017-08-25,MU,Y,V,5113.0
2017-09-01,2017-02-06,MU,Y,Z,6524.0
2017-09-01,2017-02-10,MU,Y,Z,6653.0
2017-09-01,2017-03-02,MU,Y,Z,8734.0
2017-09-01,2017-08-28,UA,C,Z,20023.0
2017-09-01,2017-04-02,UA,Y,G,7387.0
2017-09-01,2017-04-18,UA,Y,G,5303.0
2017-09-01,2017-04-23,UA,Y,G,3714.0
2017-09-01,2017-05-18,UA,Y,G,4948.0
2017-09-01,2017-05-23,UA,Y,G,4528.5
2017-09-01,2017-05-24,UA,Y,G,6299.0
2017-09-01,2017-05-25,UA,Y,G,4832.0
2017-09-01,2017-06-11,UA,Y,G,2625.0
2017-09-01,2017-06-28,UA,Y,G,2606.0
2017-09-01,2017-06-29,UA,Y,G,3149.5
2017-09-01,2017-07-01,UA,Y,G,2625.0
2017-09-01,2017-07-05,UA,Y,G,2598.0
2017-09-01,2017-07-07,UA,Y,G,2672.0
