search_date,flt_date,search_time
2017-08-01,2017-08-01,247
2017-08-01,2017-08-02,762
2017-08-01,2017-08-03,215
2017-08-01,2017-08-04,198
2017-08-01,2017-08-05,177
2017-08-01,2017-08-06,180
2017-08-01,2017-08-07,231
2017-08-01,2017-08-08,274
2017-08-01,2017-08-09,198
2017-08-01,2017-08-10,217
2017-08-01,2017-08-11,184
2017-08-01,2017-08-12,164
2017-08-01,2017-08-13,237
2017-08-01,2017-08-14,152
2017-08-01,2017-08-15,155
2017-08-01,2017-08-16,159
2017-08-01,2017-08-17,127
2017-08-01,2017-08-18,112
2017-08-01,2017-08-19,117
2017-08-01,2017-08-20,163
2017-08-01,2017-08-21,237
2017-08-01,2017-08-22,247
2017-08-01,2017-08-23,189
2017-08-01,2017-08-24,134
2017-08-01,2017-08-25,128
2017-08-01,2017-08-26,406
2017-08-01,2017-08-27,135
2017-08-01,2017-08-28,127
2017-08-01,2017-08-29,117
2017-08-01,2017-08-30,113
2017-08-01,2017-08-31,266
2017-08-01,2017-09-01,197
2017-08-01,2017-09-02,82
2017-08-01,2017-09-03,94
2017-08-01,2017-09-04,119
2017-08-01,2017-09-05,125
2017-08-01,2017-09-06,120
2017-08-01,2017-09-07,137
2017-08-01,2017-09-08,108
2017-08-01,2017-09-09,93
2017-08-01,2017-09-10,90
2017-08-01,2017-09-11,139
2017-08-01,2017-09-12,72
2017-08-01,2017-09-13,116
2017-08-01,2017-09-14,104
2017-08-01,2017-09-15,129
2017-08-01,2017-09-16,62
2017-08-01,2017-09-17,58
2017-08-01,2017-09-18,73
2017-08-01,2017-09-19,65
2017-08-01,2017-09-20,92
2017-08-01,2017-09-21,92
2017-08-01,2017-09-22,148
2017-08-01,2017-09-23,227
2017-08-01,2017-09-24,63
2017-08-01,2017-09-25,81
2017-08-01,2017-09-26,73
2017-08-01,2017-09-27,108
2017-08-01,2017-09-28,180
2017-08-01,2017-09-29,225
2017-08-01,2017-09-30,304
2017-08-01,2017-10-01,183
2017-08-01,2017-10-02,68
2017-08-01,2017-10-03,80
2017-08-01,2017-10-04,84
2017-08-01,2017-10-05,114
2017-08-01,2017-10-06,57
2017-08-01,2017-10-07,49
2017-08-01,2017-10-08,41
2017-08-01,2017-10-09,54
2017-08-01,2017-10-10,44
2017-08-01,2017-10-11,30
2017-08-01,2017-10-12,31
2017-08-01,2017-10-13,25
2017-08-01,2017-10-14,17
2017-08-01,2017-10-15,22
2017-08-01,2017-10-16,26
2017-08-01,2017-10-17,19
2017-08-01,2017-10-18,13
2017-08-01,2017-10-19,23
2017-08-01,2017-10-20,32
2017-08-01,2017-10-21,26
2017-08-01,2017-10-22,23
2017-08-01,2017-10-23,25
2017-08-01,2017-10-24,14
2017-08-01,2017-10-25,30
2017-08-01,2017-10-26,32
2017-08-01,2017-10-27,27
2017-08-01,2017-10-28,46
2017-08-01,2017-10-29,50
2017-08-01,2017-10-30,24
2017-08-01,2017-10-31,18
2017-08-01,2017-11-01,26
2017-08-01,2017-11-02,11
2017-08-01,2017-11-03,19
2017-08-01,2017-11-04,19
2017-08-01,2017-11-05,10
2017-08-01,2017-11-06,15
2017-08-01,2017-11-07,8
2017-08-01,2017-11-08,11
2017-08-01,2017-11-09,18
2017-08-01,2017-11-10,31
2017-08-01,2017-11-11,68
2017-08-01,2017-11-12,7
2017-08-01,2017-11-13,7
2017-08-01,2017-11-14,7
2017-08-01,2017-11-15,18
2017-08-01,2017-11-16,17
2017-08-01,2017-11-17,27
2017-08-01,2017-11-18,27
2017-08-01,2017-11-19,9
2017-08-01,2017-11-20,19
2017-08-01,2017-11-21,7
2017-08-01,2017-11-22,15
2017-08-01,2017-11-23,11
2017-08-01,2017-11-24,8
2017-08-01,2017-11-25,6
2017-08-01,2017-11-26,6
2017-08-01,2017-11-27,8
2017-08-01,2017-11-28,18
2017-08-01,2017-11-29,5
2017-08-01,2017-11-30,8
2017-08-01,2017-12-01,20
2017-08-01,2017-12-02,5
2017-08-01,2017-12-03,5
2017-08-01,2017-12-04,5
2017-08-01,2017-12-05,9
2017-08-01,2017-12-06,4
2017-08-01,2017-12-07,5
2017-08-01,2017-12-08,4
2017-08-01,2017-12-09,6
2017-08-01,2017-12-10,4
2017-08-01,2017-12-11,7
2017-08-01,2017-12-12,10
2017-08-01,2017-12-13,8
2017-08-01,2017-12-14,7
2017-08-01,2017-12-15,32
2017-08-01,2017-12-16,26
2017-08-01,2017-12-17,14
2017-08-01,2017-12-18,42
2017-08-01,2017-12-19,6
2017-08-01,2017-12-20,32
2017-08-01,2017-12-21,27
2017-08-01,2017-12-22,34
2017-08-01,2017-12-23,21
2017-08-01,2017-12-24,8
2017-08-01,2017-12-25,11
2017-08-01,2017-12-26,16
2017-08-01,2017-12-27,9
2017-08-01,2017-12-28,10
2017-08-01,2017-12-29,17
2017-08-01,2017-12-30,5
2017-08-01,2017-12-31,4
2017-08-01,2018-01-01,7
2017-08-01,2018-01-02,11
2017-08-01,2018-01-03,8
2017-08-01,2018-01-04,9
2017-08-01,2018-01-05,8
2017-08-01,2018-01-06,6
2017-08-01,2018-01-07,7
2017-08-01,2018-01-08,8
2017-08-01,2018-01-09,2
2017-08-01,2018-01-10,9
2017-08-01,2018-01-11,5
2017-08-01,2018-01-12,3
2017-08-01,2018-01-13,5
2017-08-01,2018-01-14,3
2017-08-01,2018-01-15,5
2017-08-01,2018-01-16,5
2017-08-01,2018-01-17,3
