fdate,order_date,airline,class,subclass,prc
2017-04-01,2016-12-10,AA,C,I,9554.0
2017-04-01,2016-12-19,AA,C,I,9573.5
2017-04-01,2016-12-26,AA,C,I,8932.0
2017-04-01,2017-03-28,AA,Y,K,4403.0
2017-04-01,2017-03-30,AA,Y,L,9467.0
2017-04-01,2017-03-18,AA,Y,M,4323.0
2017-04-01,2017-03-26,AA,Y,M,6696.5
2017-04-01,2017-03-04,AA,Y,N,2946.0
2017-04-01,2017-03-20,AA,Y,N,4079.5
2017-04-01,2017-03-25,AA,Y,N,2130.0
2017-04-01,2017-03-30,AA,Y,N,5182.0
2017-04-01,2016-10-28,AA,Y,O,3565.0
2017-04-01,2016-11-01,AA,Y,O,3669.0
2017-04-01,2016-11-06,AA,Y,O,3229.0
2017-04-01,2016-12-22,AA,Y,O,4196.0
2017-04-01,2016-12-23,AA,Y,O,5230.0
2017-04-01,2017-01-10,AA,Y,O,3843.0
2017-04-01,2017-01-12,AA,Y,O,3858.0
2017-04-01,2017-02-07,AA,Y,O,2579.0
2017-04-01,2017-02-22,AA,Y,O,3561.0
2017-04-01,2017-03-01,AA,Y,O,4623.0
2017-04-01,2017-03-02,AA,Y,O,3827.5
2017-04-01,2017-03-06,AA,Y,O,3626.0
2017-04-01,2017-03-31,AA,Y,O,0.0
2017-04-01,2017-02-13,AA,Y,Q,6297.0
2017-04-01,2017-02-17,AA,Y,Q,4221.0
2017-04-01,2017-03-03,AA,Y,Q,4353.0
2017-04-01,2017-03-06,AA,Y,Q,4312.0
2017-04-01,2017-03-07,AA,Y,S,4699.0
2017-04-01,2017-03-09,AA,Y,S,7071.0
2017-04-01,2017-03-09,AA,Y,V,5891.0
2017-04-01,2017-04-01,AA,Y,V,3374.0
2017-04-01,2017-03-15,DL,C,D,40687.0
2017-04-01,2017-03-28,DL,Y,H,7038.0
2017-04-01,2017-03-16,DL,Y,L,3986.0
2017-04-01,2017-02-04,DL,Y,T,5729.0
2017-04-01,2017-02-05,DL,Y,T,4786.0
2017-04-01,2017-03-21,DL,Y,T,5968.5
2017-04-01,2017-02-01,DL,Y,U,4697.0
2017-04-01,2017-03-22,DL,Y,U,5813.0
2017-04-01,2017-03-24,DL,Y,U,5244.5
2017-04-01,2017-03-30,DL,Y,U,5434.0
2017-04-01,2016-08-24,DL,Y,V,3923.0
2017-04-01,2016-12-16,DL,Y,V,3581.0
2017-04-01,2016-12-23,DL,Y,V,3324.0
2017-04-01,2016-12-24,DL,Y,V,3348.0
2017-04-01,2017-01-04,DL,Y,V,3669.0
2017-04-01,2017-01-19,DL,Y,V,3531.0
2017-04-01,2017-01-21,DL,Y,V,3889.5
